model,train_rmse,train_mae,train_r2,train_mape,test_rmse,test_mae,test_r2,test_mape,cv_rmse_mean,cv_rmse_std
random_forest,1.513982759819181,0.9601683168316822,0.9736151261963086,4.812415902351815,2.9150574642033806,2.091313725490197,0.8841248923292229,11.460176621746196,4.156537657426123,0.5160568827124081
xgboost,0.018741055449649026,0.01307925894708916,0.9999959570231639,0.07187381644075212,2.7598851104928785,2.039425713408227,0.8961329213512957,10.956634498603595,4.296871269093691,0.7107144451943596
lightgbm,1.5527028376500591,0.9285569146540044,0.9722482831836282,4.550165136048787,3.286297350050373,2.1752389878431395,0.8527315814412902,11.144022723929172,3.779294136691205,0.47299835620183756
ridge,4.558329197163979,3.28468274869603,0.76082018025136,16.197319176112927,4.597318387274747,2.999402532562531,0.7117926357655895,15.194077973864422,4.765915743821908,0.41633539603803654
elastic_net,5.679761813346422,3.914289101611082,0.6286585671446923,20.32023256472935,5.335551839469768,3.4929091328828688,0.6118008344199017,18.691057016048482,5.757651628556758,0.48034685206845196
mlp,4.345205071989566,2.994546664367538,0.7826629752651529,14.859141065914208,4.402045854140425,2.5939405154344906,0.7357560613013714,14.347279223137727,5.383602150512525,2.1934089138705164
